[Gene ID]	[source_id]	[Product Description]	[Curated GO Functions]	[Computed GO Functions]	[Evidence Code]	[Computed GO Function IDs]	[Curated GO Function IDs]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Process IDs]	[Curated GO Processes]	
Tb927.1.820	Tb927.1.820:mRNA	kelch domain-containing protein	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.1.840	Tb927.1.840:mRNA	transmembrane protein, putative	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.1.870	Tb927.1.870:mRNA	deoxyhypusine synthase, putative	N/A	N/A	EXP, IEA, ISA	N/A	N/A	N/A	N/A	GO:0008612	peptidyl-lysine modification to peptidyl-hypusine	GO:0005737	cytoplasm	GO:0050983, GO:0008612	deoxyhypusine biosynthetic process from spermidine, peptidyl-lysine modification to peptidyl-hypusine	
Tb927.1.880	Tb927.1.880:mRNA	Midasin, putative	N/A	ATP binding, ATPase activity	IEA	GO:0005524, GO:0016887	N/A	GO:0005634	nucleus	GO:0006461	protein complex assembly	N/A	N/A	N/A	N/A	
Tb927.1.990	Tb927.1.990:mRNA	Enkuring domain-containig protein	calmodulin binding	N/A	ISM	N/A	GO:0005516	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.10.10010	Tb927.10.10010:mRNA	mRNA turnover protein 4 homolog, putative	structural constituent of ribosome	N/A	EXP, IDA, IEA, ISM	N/A	GO:0003735	GO:0005622	intracellular	GO:0042254	ribosome biogenesis	GO:0005840	ribosome	GO:0006412	translation	
Tb927.10.10020	Tb927.10.10020:mRNA	Vacuolar sorting protein 9 (VPS9) domain containing protein, putative	N/A	N/A	EXP, IDA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.10.10030	Tb927.10.10030:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10040	Tb927.10.10040:mRNA	hypothetical protein	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	N/A	N/A	
Tb927.10.10050	Tb927.10.10050:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, IDA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.10.10070	Tb927.10.10070:mRNA	hypothetical protein, conserved	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.10.10090	Tb927.10.10090:mRNA	hypothetical protein, conserved	N/A	GTPase activator activity, protein binding	EXP, IEA, IMP	GO:0005096, GO:0005515	N/A	N/A	N/A	GO:0043087	regulation of GTPase activity	GO:0036064	ciliary basal body	GO:0060285	cilium-dependent cell motility	
Tb927.10.1010	Tb927.10.1010:mRNA	hypothetical protein	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10100	Tb927.10.10100:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0035869	ciliary transition zone	N/A	N/A	
Tb927.10.10110	Tb927.10.10110:mRNA	PIG-P, putative	N/A	N/A	EXP, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005783, GO:0005739	endoplasmic reticulum, mitochondrion	N/A	N/A	
Tb927.10.10120	Tb927.10.10120:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0020023, GO:0005739	kinetoplast, mitochondrion	N/A	N/A	
Tb927.10.10130	Tb927.10.10130:mRNA	mitochondrial RNA binding complex 1 subunit	RNA binding	binding	EXP, IDA, IEA, IPI, RCA	GO:0005488	GO:0003723	N/A	N/A	N/A	N/A	GO:0020023, GO:0031019	kinetoplast, mitochondrial mRNA editing complex	GO:0016554, GO:0048255, GO:0090615	cytidine to uridine editing, mRNA stabilization, mitochondrial mRNA processing	
Tb927.10.10150	Tb927.10.10150:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10160	Tb927.10.10160:mRNA	pentatricopeptide repeat domain containing protein, putative	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.10.10170	Tb927.10.10170:mRNA	pre-mRNA splicing factor 46, putative	N/A	protein binding	EXP, IEA, IPI	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0000974, GO:0005654	Prp19 complex, nucleoplasm	GO:0000398	mRNA splicing, via spliceosome	
Tb927.10.10180	Tb927.10.10180:mRNA	Miro-like protein, putative	N/A	GTP binding	IEA	GO:0005525	N/A	GO:0005622	intracellular	GO:0007264	small GTPase mediated signal transduction	N/A	N/A	N/A	N/A	
Tb927.10.10200	Tb927.10.10200:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10210	Tb927.10.10210:mRNA	procyclin-associated gene 4 (PAG4) protein	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb927.10.10220	Tb927.10.10220:mRNA	procyclin-associated gene 2 (PAG2) protein	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb927.10.10230	Tb927.10.10230:mRNA	procyclin-associated gene 5 (PAG5) protein	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb927.10.10240	Tb927.10.10240:mRNA	procyclin-associated gene 1 (PAG1) protein	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0020012	evasion or tolerance of host immune response	N/A	N/A	N/A	N/A	
Tb927.10.10250	Tb927.10.10250:mRNA	EP2 procyclin	N/A	N/A	EXP, IDA, IEA, TAS	N/A	N/A	GO:0016020	membrane	N/A	N/A	GO:0009986, GO:0097014, GO:0031981	cell surface, ciliary cytoplasm, nuclear lumen	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.10.10260	Tb927.10.10260:mRNA	EP1 procyclin	N/A	N/A	IEA, TAS	N/A	N/A	GO:0016020	membrane	N/A	N/A	GO:0009986	cell surface	N/A	N/A	
Tb927.10.10270	Tb927.10.10270:mRNA	hypothetical protein	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10280	Tb927.10.10280:mRNA	microtubule-associated protein, putative	microtubule binding	N/A	IC, IDA	N/A	GO:0008017	N/A	N/A	N/A	N/A	GO:0036064, GO:0005737	ciliary basal body, cytoplasm	N/A	N/A	
Tb927.10.10290	Tb927.10.10290:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005930	axoneme	N/A	N/A	
Tb927.10.1030	Tb927.10.1030:mRNA	serine peptidase, Clan SC, Family S10	serine-type carboxypeptidase activity	serine-type carboxypeptidase activity	IEA, ISM	GO:0004185	GO:0004185	N/A	N/A	GO:0006508	proteolysis	N/A	N/A	GO:0006508	proteolysis	
Tb927.10.10300	Tb927.10.10300:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737, GO:0005739	cytoplasm, mitochondrion	N/A	N/A	
Tb927.10.10310	Tb927.10.10310:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.10.10320	Tb927.10.10320:mRNA	dynein light chain Tctex-type, putative	microtubule motor activity	N/A	EXP, ISA	N/A	GO:0003777	N/A	N/A	N/A	N/A	GO:0005930, GO:0097542, GO:0005875	axoneme, ciliary tip, microtubule associated complex	GO:0007017	microtubule-based process	
Tb927.10.10330	Tb927.10.10330:mRNA	Anaphase-promoting complex, cyclosome, subunit 3/TPR repeat, putative	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0051286, GO:0005737	cell tip, cytoplasm	N/A	N/A	
Tb927.10.10340	Tb927.10.10340:mRNA	structural maintenance of chromosome 2, putative	ATP binding	ATP binding, protein binding	EXP, IDA, IEA, ISA, ISM	GO:0005524, GO:0005515	GO:0005524	GO:0005694	chromosome	GO:0051276	chromosome organization	GO:0008278, GO:0005654	cohesin complex, nucleoplasm	GO:0000070	mitotic sister chromatid segregation	
Tb927.10.10350	Tb927.10.10350:mRNA	STE/STE11 serine/threonine-protein kinase, putative	ATP binding, protein serine/threonine kinase activity	ATP binding, protein kinase activity	EXP, IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004674	N/A	N/A	GO:0006468	protein phosphorylation	GO:0005737	cytoplasm	GO:0006468	protein phosphorylation	
Tb927.10.10360	Tb927.10.10360:mRNA	Microtubule-associated repetitive protein	microtubule binding	N/A	EXP, IC, IDA, IPI	N/A	GO:0008017	N/A	N/A	N/A	N/A	GO:0036064, GO:0030863, GO:0030992	ciliary basal body, cortical cytoskeleton, intraciliary transport particle B	N/A	N/A	
Tb927.10.10370	Tb927.10.10370:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005930	axoneme	N/A	N/A	
Tb927.10.10380	Tb927.10.10380:mRNA	ATP-dependent DEAD/H RNA helicase, putative	ATP binding, ATP-dependent helicase activity	ATP binding, nucleic acid binding	EXP, IEA, ISM	GO:0005524, GO:0003676	GO:0005524, GO:0008026	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.10.10390	Tb927.10.10390:mRNA	trypanothione reductase	trypanothione-disulfide reductase activity	disulfide oxidoreductase activity, flavin adenine dinucleotide binding	EXP, IDA, IEA, ISM	GO:0015036, GO:0050660	GO:0015042	N/A	N/A	GO:0045454, GO:0055114	cell redox homeostasis, oxidation-reduction process	GO:0097014, GO:0020015, GO:0005654	ciliary cytoplasm, glycosome, nucleoplasm	N/A	N/A	
Tb927.10.1040	Tb927.10.1040:mRNA	serine peptidase, Clan SC, Family S10	serine-type carboxypeptidase activity	serine-type carboxypeptidase activity	IEA, ISM	GO:0004185	GO:0004185	N/A	N/A	GO:0006508	proteolysis	N/A	N/A	GO:0006508	proteolysis	
Tb927.10.10400	Tb927.10.10400:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.10.10410	Tb927.10.10410:mRNA	DNA replication licensing factor MCM8, putative	DNA binding	ATP binding, DNA binding	IEA, ISA, ISM	GO:0005524, GO:0003677	GO:0003677	N/A	N/A	GO:0006260	DNA replication	N/A	N/A	GO:0006270	DNA replication initiation	
Tb927.10.10420	Tb927.10.10420:mRNA	monothiol glutaredoxin, putative	protein disulfide isomerase activity	electron carrier activity, protein disulfide oxidoreductase activity	EXP, IEA, ISM, ISS, RCA	GO:0009055, GO:0015035	GO:0003756	N/A	N/A	GO:0045454	cell redox homeostasis	GO:0097014, GO:0005739, GO:0031981	ciliary cytoplasm, mitochondrion, nuclear lumen	GO:0055114	oxidation-reduction process	
Tb927.10.10440	Tb927.10.10440:mRNA	mitochondrial carrier protein	N/A	N/A	EXP, IDA, ISA, ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737, GO:0005743	cytoplasm, mitochondrial inner membrane	N/A	N/A	
Tb927.10.10445	Tb927.10.10445:mRNA	Core histone H2A/H2B/H3/H4, putative	N/A	DNA binding, protein heterodimerization activity	IEA	GO:0003677, GO:0046982	N/A	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.10.10460	Tb927.10.10460:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IDA, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654	nucleoplasm	GO:0006334	nucleosome assembly	
Tb927.10.10470	Tb927.10.10470:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.10480	Tb927.10.10480:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.10490	Tb927.10.10490:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.1050	Tb927.10.1050:mRNA	serine peptidase, Clan SC, Family S10	serine-type carboxypeptidase activity	serine-type carboxypeptidase activity	IEA, ISM	GO:0004185	GO:0004185	N/A	N/A	GO:0006508	proteolysis	N/A	N/A	GO:0006508	proteolysis	
Tb927.10.10500	Tb927.10.10500:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.10510	Tb927.10.10510:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IDA, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654	nucleoplasm	GO:0006334	nucleosome assembly	
Tb927.10.10520	Tb927.10.10520:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654	nucleoplasm	GO:0006334	nucleosome assembly	
Tb927.10.10530	Tb927.10.10530:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0051276	chromosome organization	
Tb927.10.10540	Tb927.10.10540:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.10550	Tb927.10.10550:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.10560	Tb927.10.10560:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.10570	Tb927.10.10570:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005634	nucleus	GO:0006334	nucleosome assembly	
Tb927.10.10580	Tb927.10.10580:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IDA, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654	nucleoplasm	GO:0006334	nucleosome assembly	
Tb927.10.10590	Tb927.10.10590:mRNA	histone H2B, putative	DNA binding	DNA binding, protein heterodimerization activity	EXP, IEA, ISM	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0006334	nucleosome assembly	
Tb927.10.1060	Tb927.10.1060:mRNA	T-complex protein 1, delta subunit, putative	unfolded protein binding	ATP binding, unfolded protein binding	EXP, IEA, ISA	GO:0005524, GO:0051082	GO:0051082	N/A	N/A	GO:0044267, GO:0006457	cellular protein metabolic process, protein folding	GO:0005832, GO:0005737	chaperonin-containing T-complex, cytoplasm	GO:0006457, GO:0051726	protein folding, regulation of cell cycle	
Tb927.10.10600	Tb927.10.10600:mRNA	ARP2/3 complex 16kDa subunit, putative	actin binding	N/A	IEA, ISS	N/A	GO:0003779	GO:0005856	cytoskeleton	GO:0030833	regulation of actin filament polymerization	GO:0005885	Arp2/3 protein complex	GO:0007010	cytoskeleton organization	
Tb927.10.10610	Tb927.10.10610:mRNA	protein tyrosine phosphatase, putative	protein tyrosine phosphatase activity	N/A	IDA, ISM, RCA	N/A	GO:0004725	N/A	N/A	N/A	N/A	GO:0020015, GO:0005743	glycosome, mitochondrial inner membrane	N/A	N/A	
Tb927.10.10650	Tb927.10.10650:mRNA	iron-containing hydrogenase, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	N/A	N/A	
Tb927.10.10670	Tb927.10.10670:mRNA	kinetoplastid-specific dual specificity phosphatase, putative	protein tyrosine/serine/threonine phosphatase activity	protein tyrosine/serine/threonine phosphatase activity	IEA, ISM	GO:0008138	GO:0008138	N/A	N/A	GO:0006470	protein dephosphorylation	N/A	N/A	GO:0006470	protein dephosphorylation	
Tb927.10.10680	Tb927.10.10680:mRNA	hypothetical protein, conserved	N/A	zinc ion binding	EXP, IEA, RCA	GO:0008270	N/A	N/A	N/A	N/A	N/A	GO:0005737, GO:0005739	cytoplasm, mitochondrion	N/A	N/A	
Tb927.10.10690	Tb927.10.10690:mRNA	CEP19-like protein, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0036064	ciliary basal body	N/A	N/A	
Tb927.10.1070	Tb927.10.1070:mRNA	cdc2-related kinase 1	ATP binding, cyclin-dependent protein kinase activity, protein serine/threonine kinase activity	ATP binding, protein kinase activity	EXP, IDA, IEA, IMP, ISM, ISO, TAS	GO:0005524, GO:0004672	GO:0005524, GO:0097472, GO:0004674	N/A	N/A	GO:0006468	protein phosphorylation	GO:0005829, GO:0000262, GO:0005741, GO:0005739, GO:0005634	cytosol, mitochondrial chromosome, mitochondrial outer membrane, mitochondrion, nucleus	GO:0040007, GO:0000278, GO:0006468	growth, mitotic cell cycle, protein phosphorylation	
Tb927.10.10700	Tb927.10.10700:mRNA	splicing factor Prp31	RNA binding	N/A	EXP, ISA	N/A	GO:0003723	N/A	N/A	N/A	N/A	GO:0005654, GO:0005634	nucleoplasm, nucleus	GO:0008380	RNA splicing	
Tb927.10.10710	Tb927.10.10710:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10720	Tb927.10.10720:mRNA	Tetraspanin family, putative	N/A	N/A	IEA	N/A	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.10.10740	Tb927.10.10740:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.10.10750	Tb927.10.10750:mRNA	metallo-peptidase, Clan MC, Family M14, putative	N/A	metallocarboxypeptidase activity, zinc ion binding	EXP, IEA, ISM	GO:0004181, GO:0008270	N/A	N/A	N/A	GO:0006508	proteolysis	GO:0005737	cytoplasm	GO:0006508	proteolysis	
Tb927.10.10770	Tb927.10.10770:mRNA	Generative cell specific 1 protein, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005783	endoplasmic reticulum	N/A	N/A	
Tb927.10.10780	Tb927.10.10780:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0020023, GO:0005739	kinetoplast, mitochondrion	N/A	N/A	
Tb927.10.10790	Tb927.10.10790:mRNA	hypothetical protein	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.1080	Tb927.10.1080:mRNA	40S ribosomal protein S23, putative	RNA binding, structural constituent of ribosome	structural constituent of ribosome	EXP, IEA, ISA	GO:0003735	GO:0003723, GO:0003735	GO:0015935	small ribosomal subunit	GO:0006412	translation	N/A	N/A	GO:0006412	translation	
Tb927.10.10800	Tb927.10.10800:mRNA	palmitoyl acyltransferase 2, putative	N/A	zinc ion binding	EXP, IEA, ISM, ISS	GO:0008270	N/A	N/A	N/A	N/A	N/A	GO:0005737, GO:0016021	cytoplasm, integral component of membrane	GO:0006897, GO:0018345	endocytosis, protein palmitoylation	
Tb927.10.10810	Tb927.10.10810:mRNA	adenosine deaminase-like protein	tRNA-specific adenosine deaminase activity	RNA binding, adenosine deaminase activity	EXP, IEA, ISS	GO:0003723, GO:0004000	GO:0008251	N/A	N/A	GO:0006396	RNA processing	GO:0005634	nucleus	GO:0008033	tRNA processing	
Tb927.10.10820	Tb927.10.10820:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10830	Tb927.10.10830:mRNA	RGG-containing protein 2	mRNA binding	nucleic acid binding	EXP, IDA, IEA, IPI, ISM, RCA	GO:0003676	GO:0003729	N/A	N/A	N/A	N/A	GO:0032473, GO:0020023, GO:0031019	cytoplasmic side of mitochondrial outer membrane, kinetoplast, mitochondrial mRNA editing complex	GO:0090615	mitochondrial mRNA processing	
Tb927.10.10840	Tb927.10.10840:mRNA	Enriched in surface-labeled proteome protein 15	N/A	receptor activity	IDA, IEA	GO:0004872	N/A	GO:0016020	membrane	GO:0007275	multicellular organismal development	GO:0005768	endosome	N/A	N/A	
Tb927.10.10850	Tb927.10.10850:mRNA	Protein argonaute-1	mRNA binding, ribosome binding	nucleic acid binding, protein binding	IDA, IEA, IMP	GO:0003676, GO:0005515	GO:0003729, GO:0043022	N/A	N/A	N/A	N/A	GO:0010494	cytoplasmic stress granule	GO:0030422	production of siRNA involved in RNA interference	
Tb927.10.10870	Tb927.10.10870:mRNA	CMGC family protein kinase, putative	ATP binding, protein serine/threonine kinase activity	ATP binding, protein kinase activity	EXP, IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004674	N/A	N/A	GO:0006468	protein phosphorylation	GO:0005737	cytoplasm	GO:0006468	protein phosphorylation	
Tb927.10.10880	Tb927.10.10880:mRNA	ATP-binding cassette sub-family F member 1, putative	ATP binding, ATPase activity, coupled to transmembrane movement of substances	ATP binding, ATPase activity	EXP, IDA, IEA, ISM	GO:0005524, GO:0016887	GO:0005524, GO:0042626	N/A	N/A	N/A	N/A	GO:0043190, GO:0005737, GO:0009898	ATP-binding cassette (ABC) transporter complex, cytoplasm, cytoplasmic side of plasma membrane	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.10.10890	Tb927.10.10890:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737, GO:0005654	cytoplasm, nucleoplasm	N/A	N/A	
Tb927.10.1090	Tb927.10.1090:mRNA	40S ribosomal protein S23, putative	RNA binding, structural constituent of ribosome	structural constituent of ribosome	IEA, ISA	GO:0003735	GO:0003723, GO:0003735	GO:0015935	small ribosomal subunit	GO:0006412	translation	N/A	N/A	GO:0006412	translation	
Tb927.10.10900	Tb927.10.10900:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	N/A	N/A	N/A	N/A	
Tb927.10.10910	Tb927.10.10910:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737, GO:0005654	cytoplasm, nucleoplasm	N/A	N/A	
Tb927.10.10920	Tb927.10.10920:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737, GO:0005654	cytoplasm, nucleoplasm	N/A	N/A	
Tb927.10.10930	Tb927.10.10930:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10940	Tb927.10.10940:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737, GO:0005654	cytoplasm, nucleoplasm	N/A	N/A	
Tb927.10.10950	Tb927.10.10950:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10960	Tb927.10.10960:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10970	Tb927.10.10970:mRNA	heat shock protein, putative	N/A	ATP binding, unfolded protein binding	EXP, IEA	GO:0005524, GO:0051082	N/A	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005737	cytoplasm	N/A	N/A	
Tb927.10.10980	Tb927.10.10980:mRNA	heat shock protein 90, putative	ATPase activity, coupled	ATP binding, unfolded protein binding	EXP, IEA, ISA	GO:0005524, GO:0051082	GO:0042623	N/A	N/A	GO:0006457, GO:0006950	protein folding, response to stress	GO:0005813, GO:0005737, GO:0005654	centrosome, cytoplasm, nucleoplasm	GO:0042026, GO:0006986	protein refolding, response to unfolded protein	
